Student_ID	Education_Level		Age	Location	Category	Institute_Type	Medium	Monthly_Income_INR	Father_Education	Mother_Education	Internet_Access	Tuition_Classes	Scholarship	Family_Size	Distance_To_Institute_KM	Study_Hours_Per_Day	Attendance_Percentage	Sleep_Hours	Stress_Level	Previous_Percentage	Final_Percentage
192	School	Male	17	Urban	OBC	Government	Hindi	22178	Postgraduate	10th	Yes	No	Yes	7	17.1	5.2	75.6	8.7	Low	94.5	66.4
193	School	Male	15	Rural	General	Government	Hindi	47049	Graduate	Graduate	Yes	Yes	No	7	10.4	4.6	85.4	8.4	Medium	95.7	70.3
194	School	Male	17	Rural	General	Private	Hindi	71498	10th	No School	No	Yes	Yes	6	6.2	6.2	91.6	8.1	Medium	98	71.9
195	School	Female	18	Urban	ST	Government	Hindi	4957	Graduate	10th	No	Yes	Yes	6	17.3	1.7	77.3	7.8	Medium	66.9	47.9
196	School	Female	15	Urban	SC	Government	Hindi	14060	10th	12th	Yes	No	Yes	3	5.5	2.7	75	5.7	Low	91.5	53.6
197	School	Male	15	Urban	OBC	Private	English	12021	12th	Graduate	Yes	Yes	No	3	15.7	1.7	70.9	7	Medium	84.2	54.3
198	School	Female	15	Urban	General	Private	Hindi	9519	Graduate	12th	Yes	No	Yes	5	12.1	1.6	65.3	8.1	Low	79	55.3
199	School	Male	14	Rural	SC	Government	Hindi	42258	Postgraduate	10th	Yes	Yes	Yes	3	4.2	2.6	75.3	8.4	Medium	83.8	56.8
200	School	Female	15	Urban	OBC	Government	Hindi	19297	12th	10th	Yes	No	No	3	11.4	2.2	71.5	7.6	Medium	69.2	50.5
201	School	Male	14	Urban	OBC	Government	Hindi	14087	10th	Graduate	No	Yes	Yes	7	11.3	2.3	80.5	7.1	Low	78.7	57.4
202	School	Male	16	Urban	OBC	Government	English	10852	No School	12th	No	Yes	Yes	6	4.9	2.5	86.1	7.9	Low	74.2	47.1
203	School	Female	15	Urban	General	Government	Hindi	44622	12th	Graduate	Yes	Yes	No	4	15.8	3.6	77.4	5.2	Low	92.9	72.5
204	School	Male	16	Urban	OBC	Private	Hindi	24989	10th	12th	Yes	Yes	No	7	8.6	2.6	71.2	5.2	Low	89.7	62
205	School	Female	15	Urban	SC	Private	Hindi	11591	12th	12th	Yes	Yes	No	8	11.4	1.6	85	5.5	Low	79.5	51.3
206	School	Male	14	Urban	OBC	Government	Hindi	94488	No School	No School	No	No	No	6	7.3	3	78.8	8.8	Medium	95.9	55.2
207	School	Male	17	Rural	ST	Government	Hindi	6517	10th	10th	Yes	No	No	4	15.1	3.9	81.8	7.9	Low	87.9	60.3
208	School	Male	14	Rural	OBC	Private	Hindi	37718	10th	No School	Yes	No	No	5	9	3.6	86.5	7.8	Medium	77	43.7
209	School	Male	17	Rural	OBC	Private	Hindi	5445	12th	No School	No	Yes	No	3	14.4	3.9	57.1	7.7	Low	87.4	46.6
210	School	Male	15	Urban	OBC	Government	Hindi	47822	12th	No School	Yes	Yes	No	5	7.1	4.9	100	8.9	Medium	98	66.1
211	School	Female	17	Rural	OBC	Government	Hindi	20277	12th	Graduate	Yes	Yes	No	8	4.9	5.8	97.2	8.9	Low	95	71.6
212	School	Female	14	Rural	SC	Private	Hindi	63009	12th	Graduate	No	Yes	Yes	7	1.7	5.3	87.3	5.9	Low	89.9	73.7
213	School	Male	17	Urban	OBC	Private	English	14607	10th	10th	Yes	Yes	Yes	6	16.4	3.1	84.9	6.4	Medium	74.3	51.4
214	School	Male	15	Urban	SC	Government	Hindi	17390	10th	10th	Yes	Yes	No	5	9.3	5.9	81.1	8.9	Low	98	67
215	School	Male	17	Urban	General	Government	Hindi	43852	10th	10th	No	No	No	6	9.9	5.1	75	7.4	Medium	94.4	57.8
216	School	Female	14	Rural	General	Government	Hindi	4791	Graduate	10th	No	Yes	Yes	7	14.9	2.5	64.5	7.5	Low	77.2	47.8
217	School	Female	17	Rural	General	Government	English	25664	12th	No School	No	Yes	Yes	7	17.2	6.5	92.6	8.7	Medium	98	65.2
218	School	Male	17	Urban	OBC	Government	Hindi	49866	No School	12th	No	No	No	3	4.9	0.8	76.2	9	Low	74.5	37.3
219	School	Female	14	Rural	General	Government	Hindi	15540	10th	Graduate	Yes	Yes	Yes	4	10.9	2.6	67.9	8.1	Medium	75.9	52.8
220	School	Female	17	Urban	OBC	Government	Hindi	36305	12th	10th	Yes	No	No	7	1.9	4.2	91.3	8.9	Low	98	65
221	School	Male	17	Rural	ST	Government	English	5020	No School	Graduate	Yes	No	No	3	12.3	3.9	72.4	7.4	Medium	71.9	49.5
222	School	Female	17	Rural	General	Private	English	9437	10th	No School	No	No	No	6	7.4	3.2	87.3	7.8	Low	88.3	46.2
223	School	Female	18	Rural	OBC	Government	English	33116	Postgraduate	12th	Yes	No	Yes	4	13.3	3.7	98.1	8.2	Low	93	61.5
224	School	Male	18	Rural	General	Government	Hindi	36773	12th	10th	Yes	No	No	4	12.1	2.9	83.5	6.6	Low	80.5	50.4
225	School	Female	18	Rural	General	Private	Hindi	9418	No School	Graduate	Yes	Yes	Yes	5	8.4	5.8	84.3	7	Low	84.7	62.2
226	School	Female	18	Rural	ST	Government	Hindi	6562	No School	10th	No	Yes	No	5	13.2	3.7	72.5	8.5	Low	88.1	55.2
227	School	Male	16	Urban	SC	Private	English	17123	10th	10th	Yes	Yes	No	7	12	4	64.6	5.2	Medium	70.4	51.5
228	School	Male	14	Urban	OBC	Government	Hindi	33993	10th	10th	No	Yes	No	8	4.7	2.8	67.9	5.2	Low	81.6	50.7
229	School	Male	18	Rural	OBC	Government	English	45830	10th	12th	Yes	Yes	Yes	8	2.1	2.7	89.6	8	Medium	88.9	62.5
230	School	Female	18	Urban	OBC	Private	Hindi	32168	10th	10th	Yes	Yes	No	3	17.9	3	68.8	8.7	Medium	81.1	53.9
231	School	Male	16	Rural	OBC	Government	Hindi	26156	No School	Graduate	Yes	No	No	6	2.5	4.5	87.5	7.3	Low	98	57.8
232	School	Male	18	Rural	OBC	Government	Hindi	9802	No School	10th	Yes	Yes	No	7	6.8	3.5	90.8	6.1	Medium	98	62.1
233	School	Male	17	Rural	SC	Government	Hindi	13387	No School	12th	Yes	Yes	No	3	14.2	2.3	69.1	7.6	Medium	77.9	48.3
234	School	Female	17	Urban	General	Government	English	28231	No School	10th	Yes	Yes	No	3	17.9	2.5	64.3	8.4	Low	77	45.6
235	School	Male	14	Rural	OBC	Government	Hindi	12235	No School	10th	Yes	Yes	Yes	8	1	4.3	95.2	5.8	Medium	90.3	57.2
236	School	Female	15	Urban	OBC	Government	English	17168	10th	10th	Yes	Yes	No	6	10.4	3.3	80	7.4	Low	88.6	55.8
237	School	Female	16	Rural	General	Private	Hindi	72762	10th	10th	Yes	Yes	No	4	16.8	1.3	80.5	8.2	Medium	62.3	49.3
238	School	Male	14	Urban	OBC	Private	English	18539	No School	10th	Yes	Yes	No	6	11.2	4.6	83	6.7	Medium	84.1	62.4
239	School	Female	14	Rural	General	Government	Hindi	9471	12th	Graduate	Yes	Yes	No	7	13.7	4.3	89	8.1	Low	72.5	54
240	School	Female	15	Urban	SC	Government	Hindi	22041	10th	12th	Yes	No	Yes	3	17.5	3.2	78.2	8.1	Low	80.3	55.1
241	School	Female	14	Rural	SC	Government	Hindi	20839	Graduate	No School	No	Yes	Yes	7	3.9	2.9	87.4	8.6	Medium	91.5	57.1
242	School	Male	14	Rural	OBC	Government	Hindi	11662	Graduate	12th	No	Yes	Yes	4	4.1	5	72.9	6.9	Low	88.5	59.3
243	School	Female	16	Rural	OBC	Private	Hindi	92828	12th	Postgraduate	Yes	No	Yes	6	6	2.7	67.7	5.5	Medium	90.5	58.2
244	School	Male	14	Rural	OBC	Private	English	6248	Graduate	10th	Yes	No	No	4	13.1	3.4	80.6	5.1	Low	84.3	53.4
245	School	Male	18	Rural	SC	Government	Hindi	90549	10th	12th	No	Yes	No	6	8	2.9	70.7	7.3	Low	97.3	56.4
246	School	Male	16	Rural	General	Government	Hindi	48846	Postgraduate	12th	Yes	No	Yes	5	17	2.4	81.9	7.1	Low	81.7	53.9
247	School	Male	18	Urban	SC	Private	Hindi	91059	Graduate	10th	Yes	No	No	3	17.6	5.9	80.5	5.1	Low	98	67.2
248	School	Female	16	Rural	General	Private	English	13620	10th	No School	Yes	Yes	No	6	3.6	3.9	80	6.2	Low	88	55.7
249	School	Female	18	Rural	OBC	Private	Hindi	82984	No School	Graduate	Yes	Yes	Yes	5	6.6	3.2	79.7	7.9	Low	88.9	57.2
250	School	Male	16	Rural	OBC	Government	Hindi	18692	10th	10th	Yes	No	No	7	16.5	4.1	65.8	7.8	Low	79.5	46.6
251	School	Male	17	Rural	OBC	Government	Hindi	197463	Graduate	Graduate	Yes	No	No	6	12.3	1.3	83.5	6.3	Low	77.3	53.8
252	School	Female	14	Rural	OBC	Private	English	9012	Graduate	10th	Yes	No	Yes	5	7.5	4.2	75.6	7.4	Low	93.1	60.5
253	School	Male	17	Rural	OBC	Government	Hindi	93029	Graduate	No School	No	Yes	No	7	8.4	0.7	72.7	5.9	Low	67.5	41.3
254	School	Male	16	Rural	OBC	Government	English	37477	Graduate	Graduate	No	No	No	4	1.7	3.5	79	8.8	Low	93.9	62.2
255	School	Male	14	Urban	SC	Government	Hindi	6533	10th	10th	Yes	No	No	4	5.3	4.6	87.6	8.9	Medium	98	61.3
256	School	Male	17	Rural	General	Private	Hindi	6132	12th	10th	Yes	Yes	Yes	4	14.9	2.3	69.7	7.9	Low	74	45.7
257	School	Female	17	Rural	OBC	Private	Hindi	22767	12th	No School	No	Yes	Yes	8	14	1.9	83.7	6.2	Low	76.4	52.4
258	School	Male	15	Rural	OBC	Government	Hindi	62814	12th	Graduate	Yes	Yes	Yes	7	3.8	4.3	88.4	7.5	Medium	93.6	69.8
259	School	Female	18	Urban	OBC	Private	Hindi	10775	No School	12th	No	Yes	Yes	7	1.7	4.9	79.2	6	Medium	98	68
260	School	Female	15	Rural	General	Government	Hindi	12823	No School	Graduate	Yes	Yes	No	5	6.9	5	80.1	7	Low	98	60.3
261	School	Female	16	Urban	General	Private	Hindi	57827	10th	10th	Yes	No	Yes	7	13.4	4.8	94.8	5.2	Medium	98	70.1
262	School	Female	15	Rural	OBC	Private	Hindi	4271	10th	10th	Yes	No	Yes	8	14.5	1.5	77.5	6.4	Low	84.1	45.7
263	School	Female	17	Urban	General	Private	Hindi	36958	No School	10th	No	No	Yes	3	5.3	3.4	100	6.6	Low	86.5	51.5
264	School	Male	17	Urban	OBC	Private	English	28550	Graduate	Graduate	Yes	No	No	8	15.4	2.6	80.8	6.2	Low	74.5	52.4
265	School	Male	17	Urban	SC	Government	Hindi	8334	No School	No School	Yes	No	No	7	3	3.3	75.5	8.7	Low	88.1	50.7
266	School	Female	18	Urban	General	Government	Hindi	18742	12th	12th	Yes	Yes	No	5	2.8	5	68.3	8.3	Low	84.7	60.2
267	School	Female	14	Rural	OBC	Government	Hindi	26497	No School	Graduate	Yes	Yes	Yes	5	11.8	5.5	88.9	8.7	Low	98	69.9
268	School	Male	16	Urban	General	Government	Hindi	22202	Graduate	Graduate	Yes	No	No	7	10	2.3	93.5	6	Low	78.6	57.2
269	School	Male	14	Rural	OBC	Private	English	46922	No School	12th	Yes	Yes	Yes	5	11.3	2.4	72.6	8.2	Low	86.5	55.9
270	School	Male	16	Urban	OBC	Government	Hindi	9418	No School	10th	No	Yes	Yes	8	12.9	2.4	74.6	5.3	Low	76.1	47
271	School	Male	17	Rural	General	Government	Hindi	39311	12th	Graduate	Yes	Yes	No	6	17.8	2.8	68.7	5.8	Low	80.5	49.8
272	School	Female	18	Urban	General	Government	Hindi	19384	10th	10th	Yes	Yes	Yes	4	1.9	4.5	96.2	7	Low	98	73
273	School	Female	14	Rural	OBC	Government	Hindi	16355	12th	No School	No	Yes	No	6	7.9	4.9	94.7	7.6	Medium	98	77.4
274	School	Female	15	Urban	OBC	Government	Hindi	4360	Graduate	Graduate	Yes	Yes	No	7	2.1	2	69.8	6.8	Medium	77.9	49.6
275	School	Female	14	Rural	General	Government	Hindi	7289	No School	12th	Yes	Yes	No	7	13.6	2.3	70.6	5.3	Low	85.9	50.3
276	School	Female	14	Urban	OBC	Government	English	19933	Postgraduate	Postgraduate	Yes	Yes	Yes	6	5.7	3.3	80.2	8.3	Low	95.3	70.5
277	School	Male	18	Urban	OBC	Government	Hindi	10564	12th	10th	Yes	No	No	7	7.6	3.4	71.7	7.4	Low	94.2	49.5
278	School	Female	15	Rural	General	Private	Hindi	15498	12th	12th	No	Yes	No	5	15.4	2.6	76.5	6.2	Medium	76.4	56.4
279	School	Male	17	Rural	OBC	Government	Hindi	5217	10th	12th	No	Yes	No	7	8.8	5.3	75.2	6.2	Low	86	63.2
280	School	Male	18	Urban	General	Private	Hindi	9751	10th	10th	Yes	No	No	7	6.2	4.7	80.1	5.1	Medium	97.8	62.9
281	School	Female	18	Rural	General	Private	English	8253	10th	10th	Yes	Yes	Yes	6	5.4	0.7	77.5	8.2	Low	84.1	50.3
282	School	Male	14	Urban	General	Private	Hindi	66585	12th	No School	Yes	Yes	No	8	7.3	2.5	77.5	8.5	Low	81.4	57.5
283	School	Male	16	Rural	SC	Government	English	12394	12th	No School	Yes	Yes	Yes	8	15.9	3.7	71.6	8.2	Medium	72.9	48.6
284	School	Male	16	Urban	OBC	Government	Hindi	7644	No School	10th	Yes	No	No	5	5.4	4.5	81	8.1	Low	98	63.2
285	School	Male	16	Rural	OBC	Private	Hindi	19925	10th	12th	Yes	Yes	No	8	14.7	0.8	68.6	7.5	Low	79.1	43.5
286	School	Male	15	Rural	General	Government	English	91972	Graduate	Postgraduate	Yes	No	Yes	7	10.1	2.2	72.4	7.5	Low	74.8	54.2
287	School	Male	14	Rural	OBC	Government	Hindi	187698	10th	Graduate	Yes	Yes	No	3	12.2	0.5	57.9	8.2	Low	67.9	47.4
288	School	Female	17	Urban	General	Government	English	69743	12th	12th	No	No	No	4	2.1	3.9	90.6	5.6	Medium	84.1	60.3
289	School	Male	18	Urban	OBC	Private	Hindi	7607	Graduate	Graduate	No	No	No	6	11.4	1.8	71.4	8.5	Medium	73	41.8
290	School	Female	18	Rural	ST	Government	Hindi	24202	No School	12th	Yes	Yes	Yes	7	13.2	4.6	73.9	6.7	Medium	90.7	62.4
291	School	Male	16	Rural	General	Government	Hindi	4999	Graduate	Postgraduate	Yes	Yes	No	5	4.8	5.5	84.5	7.7	Medium	93.6	76.1
292	School	Female	17	Rural	OBC	Government	English	37828	Graduate	No School	Yes	Yes	No	3	2.8	3	90.2	5.3	Low	98	63.9
293	School	Female	14	Rural	ST	Private	English	13856	Graduate	10th	Yes	Yes	Yes	7	14.6	2.6	78.7	6.8	Low	87.3	56.4
294	School	Female	14	Urban	OBC	Government	Hindi	15293	12th	No School	Yes	No	No	5	15	4.3	79.6	8.5	Medium	83.8	53.6
295	School	Female	14	Rural	General	Private	Hindi	23682	12th	No School	No	No	No	6	11.6	3.7	83.9	7.3	Medium	94.3	57.5
296	School	Male	15	Rural	SC	Private	Hindi	27627	10th	10th	Yes	No	No	7	1.9	4.9	83.4	5.8	Medium	98	58.5
297	School	Male	16	Rural	OBC	Government	Hindi	36681	Graduate	Graduate	No	No	Yes	7	14.9	3.3	89.2	7.9	Low	93.9	62.8
298	School	Female	14	Rural	General	Private	Hindi	9835	10th	No School	Yes	No	No	6	1.4	3.4	87.6	7.8	Medium	93.1	49.5
299	School	Male	15	Rural	OBC	Government	Hindi	9524	10th	No School	No	Yes	No	8	7.3	3	82.3	8.8	Low	82.4	54.4
300	School	Male	15	Rural	OBC	Government	Hindi	11345	12th	10th	Yes	Yes	No	7	13.4	0.5	76.1	6.7	Low	59.8	39.8
301	School	Female	15	Rural	OBC	Government	English	5005	10th	10th	Yes	No	No	8	1.8	4.1	87.5	6.2	Medium	91.9	62.9
302	School	Male	17	Rural	SC	Private	Hindi	7715	Postgraduate	10th	No	Yes	No	3	11.4	3.1	74.4	7.4	Low	78.5	48.5
303	School	Male	17	Urban	OBC	Private	Hindi	20905	Graduate	10th	No	Yes	Yes	7	15.8	4	94	7.8	Low	98	66.5
304	School	Female	16	Urban	SC	Government	Hindi	9986	Graduate	Graduate	No	Yes	No	8	12.3	4.1	73.1	7.1	Low	96.6	74.9
305	School	Male	14	Rural	OBC	Private	English	109703	Postgraduate	12th	No	No	No	5	9.8	4.3	84.6	8.7	Low	96.8	62.4
306	School	Male	16	Rural	General	Government	English	23587	10th	10th	Yes	Yes	No	6	15.1	3.2	95.2	5.3	Medium	87.3	58.4
307	School	Female	18	Rural	OBC	Government	Hindi	22866	10th	No School	No	No	No	4	16.4	4.1	72.4	5.5	Medium	82.1	46.6
308	School	Male	17	Urban	General	Government	Hindi	12880	12th	10th	Yes	Yes	No	3	11.7	4	89.3	6.8	Medium	92.2	68.6
309	School	Female	16	Urban	OBC	Government	Hindi	5417	12th	12th	Yes	Yes	No	8	10.6	1.8	77.4	7.2	Low	72.7	53.2
310	School	Male	17	Rural	ST	Government	English	23561	10th	Graduate	Yes	Yes	Yes	5	6.7	2.1	81.1	8.9	Low	77.4	48
311	School	Female	17	Urban	OBC	Government	Hindi	31082	10th	12th	Yes	No	No	8	2.6	2.4	77.6	5.3	Low	72.2	50.2
312	School	Female	18	Rural	OBC	Government	English	47239	12th	10th	Yes	Yes	No	6	3.7	4.7	89.6	6.5	Low	83.4	67.4
313	School	Female	16	Rural	OBC	Private	Hindi	15151	10th	No School	No	Yes	No	7	2.9	6.6	90.3	5.8	Medium	96.3	65.8
314	School	Male	15	Urban	General	Private	Hindi	23446	10th	Graduate	Yes	Yes	Yes	5	17.6	3.5	65.3	5.2	Low	76.9	57.8
315	School	Male	14	Rural	OBC	Private	English	8693	No School	No School	Yes	Yes	Yes	6	12.3	4	89.7	7.1	Low	79.1	54.1
316	School	Male	18	Rural	General	Government	Hindi	5460	12th	No School	Yes	Yes	Yes	4	9.3	2.2	79.6	5	Low	81.5	46.7
317	School	Male	16	Urban	General	Government	English	45567	10th	No School	Yes	No	Yes	4	14.4	2.9	72.1	5.1	Medium	86.9	50.7
318	School	Female	16	Urban	General	Private	English	7587	Graduate	Graduate	Yes	Yes	No	8	2.7	2.9	83.8	6	Low	95.9	64.6
319	School	Female	15	Rural	OBC	Government	Hindi	5398	12th	12th	Yes	No	No	5	8.6	3.4	79.5	7.3	Low	87.6	53.4
320	School	Female	14	Rural	OBC	Government	Hindi	14667	12th	No School	Yes	No	No	5	5.6	0.5	80.5	6.1	Low	64.8	42.2
321	School	Male	14	Urban	OBC	Private	Hindi	32047	10th	No School	Yes	Yes	Yes	5	16.3	3.5	88.5	6.3	Low	79.1	52.6
322	School	Male	17	Rural	General	Private	Hindi	10839	No School	12th	Yes	Yes	No	5	11.4	1.8	72.9	7.8	Medium	61	46.2
323	School	Female	17	Urban	OBC	Government	Hindi	7591	12th	10th	No	No	No	7	12.1	4.8	82.1	8.6	Low	89.7	56.8
324	School	Male	16	Urban	OBC	Private	English	21725	10th	10th	Yes	Yes	No	7	15.9	0.7	66.8	7.8	Medium	66.9	45.2
325	School	Female	15	Urban	SC	Government	Hindi	7407	No School	No School	Yes	Yes	No	4	17.4	6.2	74.1	6.1	High	98	59.9
326	School	Female	16	Rural	OBC	Private	Hindi	55217	12th	12th	Yes	Yes	No	5	7.2	1.1	84.8	8.2	Low	77.1	50.2
327	School	Female	14	Urban	General	Government	English	25316	12th	10th	No	Yes	No	7	14.2	1.8	72.5	6.7	Low	75.5	45.4
328	School	Female	18	Rural	General	Government	Hindi	35655	Graduate	Graduate	No	Yes	No	3	16.6	4.4	91	8	Low	93.4	69.1
329	School	Male	14	Urban	General	Government	English	43884	Graduate	12th	Yes	Yes	No	4	17.7	3.8	73.7	6.1	Low	95.5	70.2
330	School	Male	15	Urban	OBC	Private	English	13469	12th	Postgraduate	Yes	No	No	5	10.2	2.1	81.6	5	Low	69.6	50.5
331	School	Male	16	Urban	OBC	Government	Hindi	91822	12th	Postgraduate	No	No	No	3	2.4	3.7	78.9	7.4	Medium	87.3	50.7
332	School	Female	16	Urban	SC	Government	Hindi	6412	10th	No School	Yes	Yes	No	4	8.7	2.3	83.7	7.4	Low	98	52.3
333	School	Male	17	Rural	ST	Government	Hindi	23604	No School	10th	Yes	No	Yes	6	6.1	3.8	78	6.7	Low	88.1	52.4
334	School	Male	14	Rural	OBC	Government	Hindi	5265	No School	10th	No	No	Yes	5	10.2	2.1	88.2	5.5	Low	96.7	43.4
335	School	Female	18	Rural	General	Government	Hindi	30974	No School	12th	No	Yes	No	3	7.4	3	84.4	5.9	Low	98	61.9
336	School	Male	18	Rural	General	Private	Hindi	11462	10th	12th	No	Yes	No	6	7	2.5	82.5	8.3	Low	91.8	55.1
337	School	Female	18	Rural	OBC	Private	Hindi	13913	10th	10th	No	Yes	Yes	6	4.7	0.8	73.5	7.3	Low	72.4	42.9
338	School	Female	18	Urban	SC	Private	Hindi	36450	10th	Graduate	No	No	Yes	4	9.3	4.8	79.3	7.5	Low	97.7	60.7
339	School	Male	16	Rural	OBC	Government	Hindi	18760	Graduate	No School	Yes	Yes	No	3	9	0.8	90.1	9	Medium	65.4	47.2
340	School	Male	18	Rural	General	Government	Hindi	44978	12th	12th	No	Yes	No	8	10.6	3.1	70.9	8.4	Low	76.4	53.1
341	School	Female	15	Urban	ST	Private	Hindi	4172	12th	12th	Yes	No	Yes	8	16.8	3.4	81.2	5.3	Low	98	57
342	School	Male	16	Urban	General	Government	Hindi	10394	10th	10th	Yes	Yes	No	3	5.8	1.2	82.1	8.4	Low	86.2	52.6
343	School	Male	15	Rural	SC	Government	Hindi	7841	12th	10th	Yes	No	No	7	9.9	0.9	91.6	6.2	Low	82.9	53.1
344	School	Female	18	Urban	General	Government	Hindi	21377	No School	Graduate	No	No	No	6	15.2	3.9	85.1	7.5	Low	86.2	59.1
345	School	Female	14	Urban	OBC	Private	Hindi	48686	Graduate	10th	No	Yes	No	3	10	1.6	68.7	8.1	Low	71.4	44.5
346	School	Female	14	Urban	OBC	Government	English	28540	12th	No School	No	No	No	5	17	2	70.9	8.4	Low	78.4	44.2
347	School	Female	14	Rural	SC	Government	Hindi	42467	10th	No School	Yes	No	No	6	13.6	4.6	71.8	8.6	Medium	98	55.3
348	School	Female	18	Urban	OBC	Government	Hindi	8318	10th	10th	No	Yes	No	4	16.5	4.6	81.9	7.6	Low	98	65.2
349	School	Male	14	Rural	SC	Government	Hindi	6041	Graduate	No School	Yes	No	Yes	8	2.6	3.2	84.5	7.3	Medium	77.7	50.4
350	School	Male	14	Rural	General	Government	Hindi	19052	10th	12th	Yes	Yes	No	4	12.7	4.4	86.1	7.7	Medium	98	64.1
351	School	Male	17	Urban	General	Government	Hindi	66790	No School	No School	Yes	No	Yes	6	11.2	3.5	62.3	8.7	Medium	87.3	52.2
352	School	Male	15	Rural	OBC	Government	English	41500	10th	No School	Yes	Yes	No	6	17.2	3.4	59.2	8.5	Medium	91.4	62.7
353	School	Male	18	Rural	OBC	Government	Hindi	78353	12th	12th	Yes	Yes	No	3	12.2	2.7	72.7	5.3	Low	91.6	61.5
354	School	Male	16	Urban	General	Private	English	93591	Postgraduate	No School	Yes	Yes	No	5	8.7	4	90.3	7.9	Low	98	69.1
355	School	Male	17	Rural	SC	Government	Hindi	15476	Postgraduate	10th	Yes	Yes	No	3	4.7	2	79.2	5	Low	81.1	58.4
356	School	Female	15	Rural	General	Private	English	19316	10th	Graduate	Yes	Yes	Yes	6	8.5	2.9	92.9	5.7	Medium	68.6	55.8
357	School	Male	16	Urban	General	Government	English	45399	Graduate	10th	Yes	No	No	3	14	0.5	65	6.1	Medium	78.6	47.5
358	School	Male	14	Rural	General	Government	Hindi	21086	12th	12th	Yes	Yes	No	8	3.5	1.5	77.8	5.8	Medium	74.2	51.6
359	School	Female	15	Rural	General	Private	Hindi	4400	10th	Graduate	No	Yes	No	5	6.5	2.9	100	8.8	Low	82.4	60.3
360	School	Male	18	Urban	General	Private	English	23413	10th	10th	Yes	Yes	No	7	13.4	2.6	71.6	8	Medium	90.9	57.6
361	School	Female	15	Urban	SC	Government	Hindi	23424	Graduate	No School	Yes	No	Yes	5	15.7	4.8	71.2	7.1	Low	92.5	57.1
362	School	Male	15	Urban	General	Private	Hindi	47348	No School	12th	Yes	Yes	No	3	3.1	1.8	79.8	7	Low	74.2	47.8
363	School	Female	14	Rural	General	Government	Hindi	13076	No School	10th	Yes	Yes	No	6	9.9	3.8	78.1	6.4	Low	90.7	60.8
364	School	Male	17	Rural	General	Government	Hindi	18054	10th	10th	Yes	Yes	Yes	6	16.8	3.4	60	6.9	Medium	81.3	51.7
365	School	Female	17	Urban	General	Private	Hindi	44916	No School	12th	Yes	Yes	No	7	4	3.1	79	8.4	Medium	70.2	49.4
366	School	Female	14	Rural	General	Private	English	35373	No School	12th	Yes	Yes	No	7	6	3.6	74.6	7.3	Medium	90.2	59.6
367	School	Female	17	Rural	OBC	Private	English	5286	No School	12th	No	Yes	Yes	6	5.8	3.1	91.5	7.1	Low	91.1	50.5
368	School	Male	17	Rural	General	Private	Hindi	5267	No School	10th	Yes	Yes	No	7	5.4	2.3	70	6.6	Low	75.9	46.8
369	School	Female	15	Rural	OBC	Government	Hindi	17621	12th	No School	No	Yes	No	4	1.8	3.5	82.7	7.4	Low	89	63.3
370	School	Female	15	Rural	SC	Private	English	34140	10th	Graduate	Yes	Yes	No	3	10.7	2.6	72.5	8.7	Low	78	53.2
371	School	Male	16	Urban	OBC	Government	English	25850	10th	10th	Yes	Yes	No	4	6.4	5	71.1	6.6	Low	98	65.6
372	School	Male	17	Urban	OBC	Private	Hindi	9589	10th	12th	Yes	Yes	No	6	3.3	3.8	83.2	8.1	Low	85.4	60.3
373	School	Female	16	Urban	OBC	Private	Hindi	161062	12th	12th	Yes	Yes	No	7	11.8	6.2	77.5	7.5	Medium	98	76.5
374	School	Male	16	Rural	OBC	Government	Hindi	55314	Graduate	12th	Yes	Yes	No	6	16.2	3.2	75.1	6.6	Low	72.7	49.4
375	School	Female	16	Rural	OBC	Private	English	38173	10th	No School	Yes	Yes	No	8	16.2	3.7	74.3	7.8	Low	74.5	46.2
376	School	Male	18	Rural	General	Government	Hindi	4591	Graduate	12th	Yes	No	No	8	14.8	2.7	91	8.1	Medium	82.2	55.1
377	School	Male	17	Urban	General	Private	Hindi	23268	Graduate	12th	Yes	No	Yes	7	17.6	2.7	81	7.7	Medium	71.7	60.5
378	School	Male	17	Urban	General	Government	Hindi	9725	No School	No School	Yes	Yes	No	3	10.3	1.1	74.2	7.9	Low	73.3	38.8
379	School	Female	15	Rural	SC	Private	Hindi	41835	10th	12th	Yes	No	No	6	14.6	4.8	75.7	8.3	Medium	98	60.2
380	School	Male	16	Rural	OBC	Government	English	98134	10th	No School	Yes	Yes	No	4	3.1	0.5	73.9	6.6	Medium	72.6	42
381	School	Female	17	Rural	OBC	Government	English	49015	10th	10th	No	Yes	No	4	17.8	4.4	82.8	7.6	Low	81	56.7
382	School	Male	17	Urban	OBC	Private	English	33326	10th	10th	Yes	Yes	No	5	13.7	6.8	93.3	5.8	Medium	98	71.2
383	School	Female	16	Rural	General	Government	Hindi	45758	12th	10th	Yes	No	Yes	7	10.1	5.6	77.9	6.9	Low	94.1	64.9
384	School	Female	16	Rural	OBC	Private	Hindi	4898	12th	12th	Yes	Yes	No	4	4.9	3.8	82.1	7.2	Low	98	60.2
385	School	Female	17	Rural	OBC	Government	English	10229	10th	No School	Yes	No	Yes	7	10.7	2.9	59.5	5.6	Medium	81	38.2
386	School	Male	14	Urban	OBC	Private	English	14047	No School	12th	No	Yes	No	4	16.9	5.4	73.3	6.9	Medium	98	58.7
