Student_ID,Education_Level,Gender,Age,Location,Category,Institute_Type,Medium,Monthly_Income_INR,Father_Education,Mother_Education,Internet_Access,Smartphone_Available,Laptop_Available,Tuition_Classes,Scholarship,Family_Size,Distance_To_Institute_KM,Study_Hours_Per_Day,Attendance_Percentage,Sleep_Hours,Stress_Level,Previous_Percentage,Final_Percentage
174,College,Female,18,Urban,General,Government,English,99636,10th,No School,Yes,Yes,No,Yes,Yes,5,15.7,2.6,74.1,6.0,Medium,97.8,45.5
175,College,Male,22,Urban,OBC,Government,English,24322,10th,10th,Yes,Yes,Yes,Yes,No,6,10.6,4.4,78.6,7.3,Medium,87.1,41.2
176,College,Male,18,Rural,OBC,Private,English,18280,12th,12th,Yes,Yes,Yes,Yes,Yes,8,14.2,2.0,78.7,5.8,Low,62.9,33.4
177,College,Female,20,Rural,SC,Government,Hindi,21842,Graduate,10th,Yes,Yes,No,No,No,6,11.8,2.1,64.7,6.5,Medium,72.0,32.0
178,College,Male,18,Urban,OBC,Private,Hindi,4119,10th,No School,No,Yes,No,Yes,Yes,6,5.1,1.8,49.9,6.8,High,66.9,30.0
179,College,Female,22,Urban,General,Private,Hindi,6223,Graduate,10th,Yes,Yes,No,Yes,Yes,8,3.4,1.4,65.9,6.5,Low,71.9,30.0
180,College,Male,20,Rural,SC,Government,English,21045,10th,12th,Yes,Yes,No,No,No,5,4.3,5.0,91.2,7.8,Low,93.8,45.2
181,College,Male,17,Urban,SC,Government,Hindi,87283,12th,10th,No,Yes,No,Yes,Yes,6,1.1,3.6,93.0,4.9,Medium,90.0,51.7
182,College,Male,17,Urban,SC,Private,English,22839,10th,10th,Yes,Yes,No,Yes,Yes,5,12.6,6.5,87.2,8.6,Medium,98.0,48.8
183,College,Female,22,Urban,General,Government,Hindi,14781,No School,Graduate,Yes,Yes,No,Yes,No,8,9.4,4.4,71.2,8.5,Medium,82.4,37.0
184,College,Male,18,Urban,OBC,Government,Hindi,19993,10th,Graduate,No,Yes,No,Yes,No,7,19.1,2.6,63.3,8.1,Medium,75.6,30.0
185,College,Female,19,Rural,SC,Government,Hindi,28992,12th,12th,No,Yes,No,Yes,Yes,5,0.8,4.1,78.5,5.1,Medium,81.8,38.0
186,College,Female,23,Rural,General,Government,Hindi,16997,10th,No School,Yes,Yes,No,Yes,No,6,16.5,4.8,63.8,6.4,Low,79.6,36.5
187,College,Male,17,Rural,OBC,Private,Hindi,82659,10th,12th,No,Yes,Yes,Yes,No,6,0.9,4.7,83.1,6.5,Medium,98.0,52.6
188,College,Female,18,Urban,General,Government,English,94941,12th,Graduate,Yes,No,Yes,No,Yes,8,15.0,2.9,68.8,6.7,Medium,90.5,49.4
189,College,Female,19,Rural,General,Government,Hindi,38826,Graduate,No School,Yes,Yes,No,No,No,8,17.2,4.7,61.7,7.2,Low,90.2,38.9
190,College,Female,18,Rural,OBC,Government,Hindi,11308,10th,10th,Yes,Yes,Yes,No,Yes,4,0.8,1.6,62.6,8.0,Medium,66.2,30.0
191,College,Female,19,Rural,General,Government,Hindi,4962,No School,No School,Yes,Yes,Yes,Yes,No,4,4.3,2.8,68.7,5.3,Medium,69.9,34.8
192,College,Female,21,Rural,General,Private,Hindi,48823,10th,10th,Yes,Yes,No,Yes,No,3,2.1,5.5,88.2,5.7,Medium,98.0,50.4
193,College,Male,20,Rural,General,Government,English,19848,12th,12th,Yes,Yes,No,Yes,No,4,5.4,3.5,86.1,5.2,Low,87.0,40.3
194,College,Male,18,Urban,SC,Government,Hindi,65289,No School,Graduate,Yes,Yes,Yes,Yes,Yes,4,14.8,5.5,77.5,5.5,Low,98.0,50.2
195,College,Female,19,Urban,SC,Government,Hindi,7542,10th,No School,Yes,Yes,Yes,No,No,4,6.7,5.0,86.5,7.0,Low,98.0,44.3
196,College,Male,17,Rural,OBC,Private,English,13850,12th,12th,Yes,Yes,Yes,Yes,No,8,17.3,3.8,76.2,4.6,Medium,80.6,40.2
197,College,Female,17,Urban,General,Government,Hindi,45797,No School,10th,Yes,Yes,Yes,Yes,Yes,3,3.3,3.8,74.6,5.6,Low,77.7,41.0
198,College,Male,19,Urban,General,Government,Hindi,18472,No School,12th,Yes,Yes,Yes,No,Yes,6,1.1,4.4,85.2,8.9,Low,91.3,38.0
199,College,Female,24,Urban,General,Government,Hindi,40410,12th,10th,Yes,Yes,Yes,No,Yes,6,14.3,2.5,79.4,5.2,Medium,84.6,38.0
200,College,Female,24,Urban,SC,Government,Hindi,17695,No School,10th,Yes,Yes,No,No,Yes,8,18.0,4.9,82.2,5.5,Low,98.0,40.5
201,College,Female,18,Urban,OBC,Government,English,65352,No School,10th,Yes,Yes,No,Yes,No,5,9.5,4.1,72.4,8.6,Medium,97.3,45.4
202,College,Male,23,Rural,SC,Private,Hindi,10487,12th,No School,No,Yes,No,No,Yes,3,3.5,4.8,77.4,6.4,Medium,84.5,33.4
203,College,Male,20,Rural,OBC,Government,Hindi,22600,Graduate,No School,Yes,Yes,No,Yes,Yes,6,4.2,2.9,87.1,5.3,Medium,95.8,38.0
204,College,Male,24,Urban,SC,Government,English,7174,12th,12th,No,Yes,No,No,No,7,8.9,4.4,80.0,5.1,Low,87.3,35.7
205,College,Female,19,Urban,General,Government,English,5947,Postgraduate,10th,No,Yes,No,Yes,No,8,14.2,1.8,64.1,5.2,Medium,77.6,30.0
206,College,Male,20,Rural,OBC,Government,Hindi,23916,10th,Graduate,Yes,Yes,No,No,Yes,7,1.1,4.0,89.9,7.2,Low,76.2,35.2
207,College,Female,24,Urban,OBC,Private,Hindi,48448,10th,10th,Yes,Yes,No,Yes,Yes,4,8.1,1.8,82.4,8.9,Low,95.1,39.7
208,College,Female,19,Urban,SC,Government,Hindi,14552,12th,12th,Yes,Yes,No,Yes,Yes,8,1.0,4.4,73.2,8.4,Medium,90.1,43.3
209,College,Male,20,Rural,SC,Government,Hindi,83032,12th,12th,Yes,Yes,Yes,No,No,8,4.0,3.2,99.2,7.4,Low,86.0,45.7
210,College,Male,20,Urban,General,Private,Hindi,13506,10th,Postgraduate,Yes,No,No,No,No,3,3.3,3.9,81.6,7.5,Medium,77.3,31.3
211,College,Male,22,Rural,SC,Government,Hindi,13220,12th,10th,No,Yes,No,Yes,No,5,9.0,4.1,84.6,5.5,Medium,77.8,31.2
212,College,Male,22,Rural,General,Government,Hindi,19656,No School,Graduate,Yes,No,Yes,No,No,7,16.8,2.5,70.3,5.4,Low,76.7,33.5
213,College,Female,21,Urban,General,Private,English,14397,12th,10th,Yes,Yes,No,Yes,No,7,4.2,5.2,96.8,8.8,Medium,94.0,41.2
214,College,Male,22,Rural,OBC,Government,Hindi,59599,10th,Graduate,Yes,Yes,Yes,No,No,8,12.9,6.1,91.3,5.5,High,98.0,48.3
215,College,Male,22,Rural,OBC,Private,English,14283,Postgraduate,No School,No,Yes,No,Yes,No,6,4.9,1.8,84.7,8.7,Low,54.9,30.0
216,College,Female,19,Rural,General,Private,English,86443,12th,12th,No,Yes,No,Yes,No,5,5.1,2.5,77.8,6.9,Low,93.5,42.5
217,College,Male,24,Rural,General,Private,Hindi,95089,10th,Graduate,Yes,Yes,Yes,Yes,No,7,9.0,3.5,65.0,8.7,Low,98.0,55.5
218,College,Female,19,Urban,OBC,Government,English,22252,Graduate,Graduate,Yes,Yes,No,Yes,No,7,10.2,4.2,95.2,5.5,Low,89.8,40.8
219,College,Female,19,Rural,SC,Government,English,50467,Graduate,10th,Yes,Yes,Yes,Yes,No,8,15.1,5.0,82.1,6.8,Low,87.9,44.7
220,College,Female,24,Rural,General,Government,English,17793,12th,12th,No,Yes,No,No,No,6,2.3,2.0,89.5,5.5,Low,69.0,30.0
221,College,Male,23,Urban,OBC,Government,English,23700,12th,10th,Yes,Yes,Yes,No,Yes,6,4.0,2.1,65.3,7.6,Low,80.1,36.0
222,College,Female,17,Rural,OBC,Government,English,42122,Postgraduate,Graduate,Yes,Yes,No,No,No,4,5.8,4.2,70.7,5.5,Low,85.4,38.4
223,College,Female,18,Urban,General,Government,Hindi,19868,No School,No School,Yes,Yes,No,No,No,6,15.9,1.8,59.5,5.0,Low,72.3,30.0
224,College,Female,21,Rural,SC,Private,Hindi,8959,Graduate,Graduate,Yes,Yes,Yes,No,No,3,16.7,2.7,62.3,6.9,Medium,78.8,30.0
225,College,Female,19,Rural,General,Private,English,24105,No School,10th,No,Yes,No,Yes,No,5,3.6,4.2,67.2,7.7,Low,74.2,30.0
226,College,Male,21,Rural,General,Government,Hindi,38655,12th,12th,Yes,Yes,Yes,Yes,Yes,4,9.8,3.0,80.3,4.8,Medium,86.1,40.6
227,College,Female,22,Rural,General,Private,English,13121,12th,No School,Yes,Yes,Yes,Yes,Yes,3,15.2,5.2,57.9,6.7,High,86.1,44.9
228,College,Female,17,Rural,SC,Private,Hindi,98722,10th,12th,Yes,Yes,No,No,No,6,2.9,4.6,83.4,7.9,Low,98.0,54.6
229,College,Female,17,Rural,OBC,Government,Hindi,6530,Graduate,No School,Yes,Yes,No,No,No,4,7.3,0.5,74.8,6.5,Low,63.6,30.0
230,College,Female,21,Rural,OBC,Private,Hindi,19520,No School,12th,Yes,Yes,Yes,Yes,No,4,2.8,3.6,71.0,8.5,Medium,90.0,39.0
231,College,Female,21,Rural,OBC,Government,Hindi,6000,10th,No School,Yes,No,No,No,Yes,8,4.5,1.7,67.8,5.0,Medium,77.2,30.0
232,College,Male,23,Urban,OBC,Government,Hindi,10513,10th,Graduate,No,Yes,No,Yes,No,5,16.2,4.4,75.1,5.9,Low,70.9,32.6
233,College,Female,22,Urban,General,Government,Hindi,45439,12th,12th,Yes,Yes,Yes,Yes,Yes,8,5.0,5.0,98.1,7.3,Low,90.9,51.6
234,College,Female,24,Urban,OBC,Government,English,16422,Graduate,10th,Yes,Yes,Yes,Yes,Yes,7,15.4,4.2,74.7,6.5,Medium,89.1,40.9
235,College,Male,22,Urban,OBC,Government,Hindi,27430,Graduate,10th,Yes,Yes,Yes,Yes,Yes,8,6.9,3.9,64.4,5.5,Low,88.2,40.7
236,College,Male,20,Rural,SC,Private,Hindi,38946,10th,10th,Yes,Yes,No,Yes,No,7,4.3,2.9,89.3,8.5,Medium,98.0,45.1
237,College,Male,24,Urban,General,Government,Hindi,7902,12th,Graduate,Yes,Yes,Yes,No,No,3,3.2,3.7,69.0,5.9,Low,74.2,34.2
238,College,Male,20,Urban,OBC,Government,English,99395,10th,No School,No,Yes,No,Yes,No,7,6.8,5.4,77.6,6.3,Medium,96.4,50.8
239,College,Male,23,Urban,General,Private,Hindi,180720,Graduate,10th,No,Yes,No,Yes,No,4,4.5,5.1,83.6,8.7,Low,98.0,67.0
240,College,Female,23,Rural,General,Government,Hindi,7782,10th,10th,Yes,Yes,No,No,Yes,8,14.2,4.7,54.7,7.0,High,77.7,30.8
241,College,Female,20,Urban,OBC,Government,Hindi,43898,10th,12th,Yes,Yes,Yes,Yes,No,5,16.5,1.2,62.8,4.5,Low,67.0,41.5
242,College,Female,20,Urban,OBC,Government,English,5583,Postgraduate,10th,Yes,Yes,No,Yes,Yes,6,10.7,4.2,72.7,5.6,Low,85.1,33.4
243,College,Female,21,Urban,OBC,Government,Hindi,92234,10th,Postgraduate,No,Yes,Yes,Yes,No,8,6.8,3.3,78.4,5.1,Low,95.5,52.4
244,College,Male,22,Rural,General,Government,Hindi,33479,12th,12th,No,Yes,No,Yes,No,8,5.7,3.1,68.1,7.1,Low,90.5,34.4
245,College,Male,18,Urban,General,Private,English,40837,Postgraduate,12th,No,Yes,Yes,No,No,8,9.2,2.3,68.5,7.0,Medium,86.4,39.5
246,College,Male,20,Urban,OBC,Government,Hindi,10774,12th,10th,Yes,Yes,Yes,Yes,No,4,6.0,2.6,77.2,4.7,Medium,80.8,33.4
247,College,Male,20,Rural,OBC,Government,Hindi,21627,10th,Graduate,Yes,Yes,No,No,No,6,16.9,2.7,71.7,6.6,Medium,73.8,30.0
248,College,Female,23,Urban,SC,Private,English,44449,10th,Postgraduate,No,Yes,No,No,No,3,5.1,1.5,77.9,8.3,Low,69.3,32.7
249,College,Male,18,Urban,SC,Government,Hindi,24835,12th,10th,No,Yes,Yes,Yes,Yes,8,12.7,3.4,65.3,6.3,Medium,87.0,37.3
250,College,Male,21,Rural,SC,Government,Hindi,6907,12th,12th,Yes,Yes,No,Yes,Yes,7,7.6,1.8,92.2,6.0,Low,81.5,41.0
251,College,Female,18,Urban,OBC,Government,English,6488,12th,Graduate,Yes,Yes,Yes,Yes,No,7,11.1,2.3,73.6,5.5,Low,71.5,34.3
252,College,Male,17,Urban,OBC,Government,Hindi,5092,12th,10th,Yes,Yes,No,Yes,Yes,3,3.5,0.8,82.4,8.2,Medium,58.6,30.0
253,College,Male,19,Rural,General,Government,Hindi,22096,12th,10th,Yes,Yes,No,Yes,No,6,9.1,2.5,63.0,6.2,Medium,76.8,31.4
254,College,Female,21,Urban,ST,Government,Hindi,14980,12th,Graduate,Yes,Yes,No,No,No,6,6.4,2.8,80.3,4.8,Low,91.9,44.9
255,College,Male,19,Urban,OBC,Government,Hindi,4419,12th,No School,Yes,Yes,Yes,No,No,5,17.8,4.4,57.2,5.4,High,62.5,30.0
256,College,Male,17,Urban,General,Private,English,49112,12th,Graduate,No,No,No,Yes,No,3,10.9,3.9,93.5,5.1,Low,76.9,30.0
257,College,Male,20,Urban,General,Government,English,9933,Postgraduate,Graduate,No,Yes,No,No,Yes,5,2.9,3.7,89.6,5.0,Medium,84.1,39.2
258,College,Female,18,Urban,ST,Government,English,8130,12th,Graduate,Yes,Yes,Yes,Yes,No,6,6.1,1.6,67.3,7.7,Medium,64.4,33.6
259,College,Female,19,Rural,OBC,Private,Hindi,52726,12th,10th,No,Yes,No,Yes,No,5,8.7,1.7,58.5,8.2,Low,85.7,37.9
260,College,Female,17,Urban,OBC,Government,Hindi,24606,12th,Graduate,Yes,Yes,No,Yes,No,3,9.8,4.1,74.4,5.3,Low,80.3,35.1
261,College,Female,22,Rural,General,Private,Hindi,22371,10th,Postgraduate,Yes,Yes,Yes,Yes,No,4,1.6,4.1,70.4,6.5,Low,81.2,41.4
262,College,Male,20,Rural,General,Government,English,99326,No School,Graduate,Yes,Yes,No,No,No,8,0.9,2.3,66.4,7.0,Medium,93.4,45.6
263,College,Female,19,Rural,ST,Government,Hindi,22751,12th,12th,Yes,Yes,Yes,Yes,Yes,7,18.1,3.6,67.7,5.7,Medium,87.2,32.9
264,College,Male,23,Rural,General,Private,Hindi,5033,12th,10th,Yes,Yes,Yes,No,Yes,6,19.9,5.2,76.1,8.2,Low,84.9,38.1
265,College,Female,17,Rural,General,Government,Hindi,24946,No School,No School,Yes,Yes,No,Yes,No,8,6.4,4.0,74.3,6.0,Low,84.0,41.0
266,College,Male,22,Rural,OBC,Private,English,23744,12th,No School,Yes,Yes,No,Yes,No,6,19.1,2.6,56.4,5.5,Medium,79.6,31.9
267,College,Female,23,Rural,OBC,Government,Hindi,67543,Graduate,Postgraduate,Yes,Yes,Yes,Yes,No,8,3.7,4.0,89.7,4.7,Medium,98.0,50.1
268,College,Male,20,Rural,OBC,Private,Hindi,12277,12th,Graduate,No,Yes,No,No,No,4,6.1,6.4,78.1,7.9,High,98.0,40.9
269,College,Female,18,Rural,General,Government,Hindi,5976,12th,Graduate,Yes,Yes,No,Yes,Yes,4,16.9,3.3,68.0,7.5,Low,90.6,40.8
270,College,Female,20,Rural,OBC,Government,Hindi,57508,10th,Graduate,Yes,Yes,Yes,No,Yes,7,10.2,3.6,63.7,4.9,Low,94.3,41.3
271,College,Female,20,Rural,OBC,Government,Hindi,74978,10th,10th,Yes,Yes,No,Yes,Yes,7,9.3,3.5,74.9,4.8,Low,95.6,44.1
272,College,Female,18,Urban,OBC,Government,English,37309,Graduate,Graduate,Yes,Yes,No,Yes,No,3,14.0,4.3,83.8,7.1,Medium,81.5,46.7
273,College,Female,24,Rural,OBC,Government,Hindi,25846,12th,Graduate,Yes,Yes,No,No,No,7,15.1,4.1,76.2,7.9,Low,83.7,38.1
274,College,Male,21,Urban,OBC,Private,Hindi,17801,10th,Graduate,Yes,No,No,Yes,No,7,18.0,5.6,73.6,7.6,Medium,98.0,42.5
275,College,Male,20,Rural,General,Government,English,24586,12th,No School,Yes,Yes,Yes,No,No,5,2.8,4.2,79.4,8.1,Low,80.8,38.6
276,College,Female,18,Urban,SC,Private,Hindi,8083,10th,10th,No,Yes,Yes,Yes,No,6,10.0,5.5,76.9,7.3,Low,91.4,40.6
277,College,Male,20,Urban,General,Government,English,31151,12th,Graduate,Yes,Yes,No,Yes,Yes,4,8.6,4.0,67.9,5.7,Low,84.7,36.4
278,College,Male,23,Rural,OBC,Government,Hindi,25856,12th,Graduate,Yes,Yes,Yes,Yes,No,5,12.9,3.4,78.6,8.7,Low,77.8,38.9
279,College,Female,19,Urban,OBC,Government,Hindi,12476,Graduate,10th,Yes,Yes,Yes,Yes,No,8,2.4,4.0,75.8,8.1,Low,85.6,41.6
280,College,Male,23,Urban,OBC,Government,Hindi,72753,No School,Graduate,No,Yes,No,No,No,5,1.2,3.7,70.7,7.4,Low,78.8,37.9
281,College,Female,22,Urban,General,Government,Hindi,17496,12th,10th,Yes,Yes,No,No,No,6,18.1,2.8,74.9,6.4,Low,71.5,31.6
282,College,Female,18,Rural,ST,Government,English,60290,12th,12th,Yes,Yes,No,No,Yes,5,14.9,2.9,64.6,6.2,Medium,85.8,41.3
283,College,Female,22,Rural,SC,Government,English,79875,Postgraduate,10th,Yes,Yes,No,No,Yes,5,20.0,4.2,83.2,8.0,Medium,98.0,43.9
284,College,Male,22,Rural,General,Government,English,20893,Postgraduate,10th,No,Yes,No,Yes,No,8,18.0,4.1,61.1,8.9,Medium,84.8,39.6
285,College,Female,21,Urban,SC,Government,Hindi,18749,10th,10th,No,Yes,Yes,No,No,5,6.0,2.8,90.6,5.7,Low,72.8,35.9
286,College,Male,19,Urban,General,Government,Hindi,35340,10th,Graduate,Yes,No,Yes,No,Yes,5,4.2,4.1,96.7,7.6,Low,93.2,44.4
287,College,Female,23,Urban,General,Government,Hindi,54794,10th,12th,Yes,Yes,No,Yes,No,7,5.1,3.2,75.8,5.8,Low,89.5,50.6
288,College,Male,18,Rural,ST,Government,Hindi,26986,Postgraduate,No School,No,Yes,Yes,No,No,7,1.9,3.2,92.9,5.4,Medium,94.8,44.1
289,College,Female,18,Rural,OBC,Government,Hindi,46784,10th,10th,Yes,Yes,Yes,Yes,Yes,7,13.0,2.3,78.9,8.9,Medium,76.1,38.4
290,College,Male,23,Rural,SC,Government,Hindi,6105,10th,No School,Yes,Yes,No,No,Yes,6,18.7,6.0,72.3,5.4,Medium,86.4,36.2
291,College,Female,21,Urban,OBC,Government,English,28177,No School,Graduate,Yes,Yes,Yes,Yes,Yes,6,19.6,2.1,67.6,7.3,Low,79.0,46.6
292,College,Male,24,Urban,OBC,Government,English,45871,Graduate,10th,Yes,Yes,Yes,Yes,No,3,1.5,4.6,67.5,8.7,Low,98.0,51.8
293,College,Female,17,Rural,OBC,Government,English,17157,12th,Postgraduate,Yes,Yes,Yes,Yes,No,4,19.5,3.6,67.7,6.0,Medium,82.7,33.8
294,College,Female,19,Urban,SC,Private,English,13365,No School,Graduate,Yes,Yes,No,Yes,No,6,4.3,2.8,79.6,5.7,Low,77.1,38.5
295,College,Male,21,Rural,OBC,Private,Hindi,44535,10th,10th,Yes,Yes,Yes,Yes,No,8,19.5,2.5,64.7,8.2,Medium,81.4,34.9
296,College,Male,21,Rural,General,Private,Hindi,30358,12th,Postgraduate,Yes,Yes,Yes,Yes,Yes,3,1.8,5.6,95.8,8.3,Low,98.0,51.3
297,College,Male,24,Rural,General,Government,Hindi,10425,Graduate,12th,Yes,Yes,No,No,No,8,11.4,3.2,66.9,7.9,Low,88.9,35.1
298,College,Male,24,Rural,General,Government,Hindi,40894,Graduate,No School,Yes,No,Yes,No,Yes,3,8.8,4.1,79.9,7.5,Low,98.0,45.1
299,College,Male,22,Urban,OBC,Government,Hindi,6425,Graduate,No School,Yes,Yes,No,Yes,No,5,1.1,1.7,75.4,6.7,Low,72.8,30.0
300,College,Female,23,Rural,SC,Government,English,4128,Graduate,12th,Yes,Yes,Yes,No,Yes,3,18.5,2.7,69.4,5.1,Low,65.8,32.2
301,College,Female,21,Rural,General,Private,Hindi,19656,No School,Graduate,No,Yes,Yes,No,No,8,19.0,3.7,76.3,7.5,Low,89.4,34.2
302,College,Female,17,Urban,OBC,Government,Hindi,19377,12th,10th,Yes,Yes,Yes,No,Yes,5,6.5,5.6,76.0,6.3,Medium,98.0,43.5
303,College,Male,22,Rural,General,Government,Hindi,19303,12th,10th,No,Yes,No,No,No,8,17.5,4.2,69.2,8.5,Medium,84.6,30.0
304,College,Male,19,Rural,OBC,Government,Hindi,5133,Graduate,10th,Yes,Yes,Yes,Yes,No,5,3.8,3.0,64.8,6.9,Medium,81.0,32.5
305,College,Male,18,Rural,OBC,Private,English,20728,12th,10th,Yes,Yes,Yes,No,No,6,11.6,2.5,77.3,5.8,Low,81.8,32.5
306,College,Male,22,Urban,OBC,Government,English,22248,10th,10th,Yes,Yes,No,Yes,No,7,6.9,2.0,80.7,8.0,Medium,71.3,31.8
307,College,Female,23,Urban,OBC,Private,English,33482,12th,12th,Yes,Yes,Yes,No,Yes,3,2.9,5.7,78.3,7.3,Medium,70.9,42.5
308,College,Male,20,Urban,General,Government,Hindi,36703,Postgraduate,10th,Yes,Yes,No,No,No,3,6.3,2.8,74.1,7.5,Low,77.1,31.4
309,College,Female,24,Rural,SC,Private,English,73412,10th,Graduate,Yes,Yes,No,Yes,Yes,7,10.0,5.4,88.4,6.2,Medium,98.0,50.4
310,College,Female,19,Rural,OBC,Private,English,16554,12th,10th,Yes,Yes,Yes,Yes,No,3,10.3,4.8,82.3,5.7,Medium,98.0,44.6
311,College,Female,17,Urban,General,Government,Hindi,49236,10th,No School,Yes,No,Yes,No,Yes,3,5.5,5.9,88.7,4.6,Low,98.0,45.7
312,College,Female,20,Rural,SC,Government,English,25138,12th,10th,Yes,Yes,No,Yes,No,8,19.3,3.6,53.7,4.7,Medium,67.1,30.0
313,College,Male,24,Urban,OBC,Government,Hindi,22719,10th,12th,Yes,Yes,Yes,Yes,No,8,19.7,4.0,69.5,5.8,Low,89.6,37.9
314,College,Female,19,Urban,OBC,Government,English,27789,Postgraduate,Graduate,Yes,Yes,Yes,No,Yes,4,18.6,3.9,71.4,6.3,Low,89.0,41.4
315,College,Male,18,Rural,OBC,Government,Hindi,80631,Graduate,12th,Yes,Yes,No,No,No,6,5.8,3.4,91.1,5.7,Low,98.0,52.6
316,College,Female,23,Rural,OBC,Government,Hindi,13274,No School,10th,Yes,Yes,No,Yes,Yes,3,8.7,4.7,65.3,8.3,Low,86.9,33.4
317,College,Female,19,Rural,SC,Private,English,15142,12th,10th,Yes,Yes,No,Yes,Yes,5,7.1,3.7,68.0,5.3,Low,91.2,37.4
318,College,Male,19,Urban,OBC,Private,Hindi,8977,No School,12th,Yes,Yes,Yes,Yes,No,4,3.9,4.7,80.9,8.5,Medium,89.9,45.6
319,College,Female,19,Rural,SC,Private,Hindi,5074,Graduate,10th,No,Yes,No,No,No,8,1.1,3.2,94.1,4.5,Medium,78.7,30.0
320,College,Male,17,Rural,ST,Private,Hindi,28119,Graduate,10th,Yes,Yes,Yes,Yes,Yes,7,10.2,3.6,71.7,6.7,Low,88.2,38.2
321,College,Female,24,Rural,General,Private,Hindi,29436,No School,Postgraduate,No,Yes,No,No,Yes,7,11.0,1.6,71.8,6.5,Medium,74.8,30.9
322,College,Male,24,Rural,SC,Private,Hindi,53787,10th,No School,Yes,Yes,Yes,Yes,Yes,5,0.8,3.9,78.5,5.7,Medium,93.1,47.7
323,College,Female,24,Urban,OBC,Private,Hindi,9504,10th,No School,Yes,Yes,Yes,No,No,7,9.8,6.2,78.4,6.2,High,98.0,46.5
324,College,Male,23,Rural,SC,Government,Hindi,48527,Graduate,Postgraduate,Yes,Yes,No,No,No,6,19.3,3.4,73.7,8.8,Medium,81.6,35.8
325,College,Male,17,Rural,General,Government,English,8078,Graduate,12th,Yes,Yes,No,No,Yes,5,11.4,4.3,83.0,5.4,Low,76.7,32.4
326,College,Male,24,Urban,OBC,Government,Hindi,4792,12th,No School,Yes,Yes,No,No,No,8,4.3,2.8,61.2,6.2,Low,75.7,30.0
327,College,Female,21,Rural,OBC,Private,Hindi,6565,10th,12th,No,Yes,No,No,No,8,19.0,2.4,61.5,4.7,Medium,74.0,30.0
328,College,Female,21,Rural,General,Government,Hindi,87680,Graduate,12th,Yes,Yes,Yes,Yes,No,5,14.2,5.2,65.1,8.6,Medium,98.0,54.3
329,College,Female,17,Rural,SC,Government,Hindi,85001,Graduate,10th,Yes,Yes,No,No,No,8,0.9,5.2,85.9,6.6,Low,96.7,42.9
330,College,Male,18,Rural,General,Private,Hindi,41663,12th,No School,No,Yes,No,No,Yes,8,10.3,3.8,72.8,5.9,Medium,98.0,37.3
331,College,Male,17,Urban,SC,Government,Hindi,43412,12th,12th,Yes,Yes,No,Yes,No,6,5.8,5.2,89.3,8.7,Medium,88.8,44.5
332,College,Male,20,Urban,General,Private,Hindi,19192,Graduate,12th,Yes,Yes,No,No,No,6,12.7,4.4,76.6,7.0,Low,98.0,40.3
333,College,Female,22,Rural,OBC,Private,Hindi,9388,Graduate,Graduate,Yes,Yes,Yes,Yes,No,3,18.0,2.5,77.0,6.2,Medium,73.4,33.2
334,College,Male,23,Rural,General,Government,Hindi,35309,12th,Graduate,Yes,Yes,No,Yes,No,7,5.8,4.9,92.1,8.5,Medium,85.2,43.4
335,College,Male,23,Urban,OBC,Private,English,15519,12th,Graduate,Yes,Yes,Yes,No,No,8,14.7,0.5,75.4,8.6,Low,72.2,30.7
336,College,Male,23,Rural,General,Government,Hindi,17912,12th,12th,Yes,Yes,No,No,No,7,17.5,0.9,60.4,7.1,Low,67.9,30.0
337,College,Male,21,Rural,General,Government,Hindi,22970,Graduate,12th,Yes,No,No,Yes,Yes,6,6.1,1.9,85.0,6.6,Low,67.1,30.0
338,College,Male,23,Rural,General,Government,Hindi,4921,12th,12th,Yes,No,Yes,Yes,Yes,3,19.8,4.3,71.3,8.3,Low,78.2,36.8
339,College,Male,17,Rural,OBC,Government,Hindi,36605,12th,10th,Yes,Yes,Yes,Yes,No,5,9.4,2.7,68.9,5.0,Low,72.7,30.0
340,College,Female,22,Urban,General,Government,Hindi,35048,12th,Graduate,Yes,Yes,No,No,No,3,11.9,6.4,100.0,8.1,Medium,98.0,51.4
341,College,Male,24,Urban,OBC,Government,English,16076,No School,10th,No,Yes,No,No,Yes,3,13.7,2.0,69.2,7.3,Low,71.0,30.0
342,College,Female,23,Rural,OBC,Government,English,4603,No School,12th,Yes,Yes,Yes,Yes,No,3,3.0,3.3,81.0,8.4,Low,89.5,37.1
343,College,Female,23,Rural,OBC,Private,Hindi,8728,10th,No School,Yes,No,Yes,Yes,No,5,15.2,4.2,66.2,8.8,Low,84.0,39.9
344,College,Male,18,Rural,General,Government,Hindi,47315,Graduate,No School,Yes,Yes,No,Yes,No,6,2.7,5.1,87.3,6.6,Low,80.2,40.9
345,College,Female,24,Urban,General,Government,Hindi,46642,Postgraduate,Graduate,No,Yes,Yes,No,No,3,4.7,3.5,86.9,4.8,Low,98.0,43.7
346,College,Female,18,Urban,OBC,Government,English,47975,Graduate,No School,No,No,No,Yes,Yes,3,15.3,2.4,75.1,7.0,Low,97.9,41.7
347,College,Female,24,Urban,General,Private,Hindi,5061,Graduate,Graduate,Yes,Yes,Yes,No,Yes,5,8.8,3.3,80.3,4.7,Low,89.9,38.7
348,College,Male,23,Urban,SC,Private,English,47316,10th,10th,Yes,Yes,No,Yes,Yes,7,18.1,2.8,58.4,8.4,Medium,76.2,39.0
