Student_ID,Name,Branch,Current_Year,Family_Income,Parent_Education,Resources_Access,Community_Involvement,Study_Hours_Week,Attendance_Rate,Stress_Level,Health_Status,CGPA,Performance_Category,Sem_1_GPA,Sem_2_GPA,Sem_3_GPA,Sem_4_GPA,Sem_5_GPA,Sem_6_GPA,Sem_7_GPA,Sem_8_GPA
STU_1801,Student_802,Information Technology,2,Middle,Bachelor,Yes,Low,37,89,Moderate,Poor,7.42,Good,7.69,7.15,,,,,,
STU_1802,Student_803,Electronics,4,High,Bachelor,Yes,Moderate,11,72,Low,Poor,9.56,Excellent,9.37,8.92,9.25,10.0,9.92,9.9,,
STU_1803,Student_804,Electronics,1,Low,Bachelor,No,Low,39,78,High,Average,8.73,Excellent,8.73,,,,,,,
STU_1804,Student_805,Electronics,3,Middle,PhD,No,Moderate,12,63,Low,Good,4.39,Low/At-Risk,4.39,4.0,4.57,4.59,,,,
STU_1805,Student_806,Electronics,4,High,PhD,Yes,High,18,86,Moderate,Poor,7.64,Good,7.81,7.93,7.07,7.53,7.73,7.77,,
STU_1806,Student_807,Electronics,2,High,High School,No,High,15,85,Low,Poor,7.31,Good,7.81,6.81,,,,,,
STU_1807,Student_808,Electronics,4,High,PhD,Yes,Moderate,28,98,High,Good,7.34,Good,7.1,7.83,7.48,7.53,6.54,7.55,,
STU_1808,Student_809,Electronics,1,Low,High School,No,Moderate,36,97,Low,Poor,10.0,Excellent,10.0,,,,,,,
STU_1809,Student_810,Information Technology,1,Middle,Master,No,Low,16,60,Low,Poor,6.96,Average,6.96,,,,,,,
STU_1810,Student_811,Computer Science,1,High,PhD,No,Low,26,89,High,Average,9.12,Excellent,9.12,,,,,,,
STU_1811,Student_812,Mechanical,2,Middle,PhD,Yes,Low,29,90,High,Average,9.95,Excellent,9.9,10.0,,,,,,
STU_1812,Student_813,Computer Science,2,High,High School,Yes,High,17,87,High,Poor,6.3,Average,6.27,6.34,,,,,,
STU_1813,Student_814,Electronics,2,Low,Bachelor,No,Low,34,92,Moderate,Good,9.88,Excellent,9.75,10.0,,,,,,
STU_1814,Student_815,Mechanical,4,Low,Master,No,High,21,93,High,Poor,9.95,Excellent,10.0,10.0,10.0,9.69,10.0,10.0,,
STU_1815,Student_816,Electronics,2,Middle,Bachelor,No,High,17,97,Moderate,Good,8.22,Good,8.1,8.34,,,,,,
STU_1816,Student_817,Electronics,3,High,Bachelor,Yes,High,16,74,Low,Good,6.19,Average,6.41,5.45,6.6,6.29,,,,
STU_1817,Student_818,Civil,4,Middle,PhD,No,High,16,80,Moderate,Good,9.97,Excellent,10.0,10.0,10.0,9.84,10.0,10.0,,
STU_1818,Student_819,Civil,3,Middle,Bachelor,Yes,Low,29,90,Moderate,Good,8.91,Excellent,8.68,8.7,9.32,8.94,,,,
STU_1819,Student_820,Information Technology,1,Low,High School,No,High,34,65,Moderate,Average,5.05,Average,5.05,,,,,,,
STU_1820,Student_821,Electronics,2,Low,High School,Yes,Moderate,22,98,Low,Good,7.31,Good,7.33,7.3,,,,,,
STU_1821,Student_822,Information Technology,3,Low,High School,No,Low,13,82,High,Average,7.33,Good,6.73,8.07,7.59,6.91,,,,
STU_1822,Student_823,Civil,4,Middle,High School,Yes,Low,39,94,Moderate,Good,9.89,Excellent,10.0,10.0,10.0,10.0,9.33,10.0,,
STU_1823,Student_824,Information Technology,3,High,PhD,No,Low,14,90,High,Poor,7.47,Good,7.67,7.01,7.69,7.52,,,,
STU_1824,Student_825,Civil,3,Middle,Master,No,High,25,73,Moderate,Average,9.8,Excellent,10.0,9.51,10.0,9.69,,,,
STU_1825,Student_826,Electronics,4,High,Master,Yes,Moderate,31,73,Low,Average,9.85,Excellent,9.93,9.98,10.0,9.32,9.88,10.0,,
STU_1826,Student_827,Mechanical,3,High,High School,Yes,Moderate,14,99,Moderate,Poor,6.75,Average,6.47,6.65,6.98,6.9,,,,
STU_1827,Student_828,Information Technology,2,Middle,PhD,Yes,Low,32,66,Low,Good,8.62,Excellent,8.98,8.26,,,,,,
STU_1828,Student_829,Civil,2,Low,Bachelor,No,Low,16,78,Low,Average,7.94,Good,7.32,8.56,,,,,,
STU_1829,Student_830,Information Technology,2,High,Bachelor,Yes,High,6,62,High,Average,5.51,Average,6.13,4.89,,,,,,
STU_1830,Student_831,Computer Science,3,High,Bachelor,No,Low,25,99,Moderate,Average,9.11,Excellent,8.94,9.27,8.93,9.3,,,,
STU_1831,Student_832,Electronics,1,High,Master,Yes,Moderate,5,60,Low,Poor,9.44,Excellent,9.44,,,,,,,
STU_1832,Student_833,Information Technology,4,Middle,PhD,No,High,38,66,High,Average,8.05,Good,7.2,8.27,8.4,7.91,7.89,8.64,,
STU_1833,Student_834,Mechanical,3,High,High School,Yes,Moderate,18,99,Low,Poor,8.33,Good,7.89,8.08,8.6,8.76,,,,
STU_1834,Student_835,Mechanical,3,High,Master,No,Moderate,15,60,Moderate,Poor,7.13,Good,7.27,6.78,7.24,7.22,,,,
STU_1835,Student_836,Electronics,3,Low,PhD,Yes,Moderate,24,88,Moderate,Poor,8.43,Good,7.98,8.43,8.87,8.43,,,,
STU_1836,Student_837,Computer Science,2,High,PhD,No,Low,23,66,High,Poor,6.91,Average,6.57,7.25,,,,,,
STU_1837,Student_838,Electronics,1,High,PhD,No,Moderate,37,94,Moderate,Poor,9.81,Excellent,9.81,,,,,,,
STU_1838,Student_839,Computer Science,3,Low,High School,No,Low,26,97,Moderate,Average,8.07,Good,8.37,7.77,7.97,8.16,,,,
STU_1839,Student_840,Computer Science,2,Low,Master,No,Moderate,8,90,Moderate,Good,5.33,Average,4.91,5.75,,,,,,
STU_1840,Student_841,Information Technology,1,High,Master,Yes,Moderate,20,78,High,Poor,6.53,Average,6.53,,,,,,,
STU_1841,Student_842,Electronics,4,Low,Master,Yes,Low,18,76,Low,Average,7.22,Good,6.79,7.55,7.16,6.83,8.1,6.88,,
STU_1842,Student_843,Computer Science,1,High,Bachelor,No,High,23,95,High,Average,5.22,Average,5.22,,,,,,,
STU_1843,Student_844,Civil,1,Low,PhD,Yes,Low,34,99,Low,Good,8.6,Excellent,8.6,,,,,,,
STU_1844,Student_845,Electronics,1,Middle,Master,Yes,Low,12,90,Low,Average,7.44,Good,7.44,,,,,,,
STU_1845,Student_846,Computer Science,1,Middle,High School,Yes,Low,9,84,High,Average,6.58,Average,6.58,,,,,,,
STU_1846,Student_847,Civil,2,Middle,Master,No,High,12,66,Low,Average,9.48,Excellent,9.46,9.51,,,,,,
STU_1847,Student_848,Mechanical,1,High,Bachelor,No,Low,31,72,High,Poor,7.23,Good,7.23,,,,,,,
STU_1848,Student_849,Civil,3,Middle,Bachelor,Yes,Low,7,75,Low,Good,5.49,Average,4.28,5.77,6.03,5.86,,,,
STU_1849,Student_850,Electronics,2,High,High School,Yes,Low,26,64,Moderate,Good,8.48,Good,8.22,8.75,,,,,,
STU_1850,Student_851,Computer Science,3,Middle,PhD,No,High,17,76,Moderate,Good,7.39,Good,6.94,7.4,7.61,7.61,,,,
STU_1851,Student_852,Computer Science,4,High,Bachelor,No,Low,10,81,Moderate,Good,9.04,Excellent,8.67,8.72,9.96,9.21,8.93,8.72,,
STU_1852,Student_853,Electronics,2,Low,Bachelor,No,Low,18,60,Moderate,Good,8.42,Good,9.0,7.84,,,,,,
STU_1853,Student_854,Mechanical,2,Middle,PhD,Yes,High,25,84,Low,Poor,6.06,Average,6.38,5.74,,,,,,
STU_1854,Student_855,Mechanical,2,Low,Bachelor,No,High,26,70,Moderate,Average,7.7,Good,7.55,7.84,,,,,,
STU_1855,Student_856,Civil,4,Low,PhD,Yes,Low,8,61,Low,Good,6.42,Average,6.09,6.77,7.16,5.7,6.36,6.45,,
STU_1856,Student_857,Computer Science,2,Low,Bachelor,No,Moderate,19,76,Moderate,Poor,9.45,Excellent,9.49,9.4,,,,,,
STU_1857,Student_858,Civil,2,Low,PhD,Yes,High,24,78,High,Average,5.77,Average,5.84,5.7,,,,,,
STU_1858,Student_859,Mechanical,2,Middle,Master,No,Low,27,62,Low,Good,7.97,Good,8.27,7.68,,,,,,
STU_1859,Student_860,Electronics,4,Middle,Master,No,Moderate,5,61,High,Good,6.7,Average,6.37,6.32,7.56,6.5,7.01,6.43,,
STU_1860,Student_861,Civil,4,Low,High School,No,Moderate,15,86,Low,Poor,7.14,Good,7.3,7.94,6.87,6.69,7.09,6.97,,
STU_1861,Student_862,Computer Science,3,Middle,PhD,Yes,Moderate,13,83,High,Good,4.93,Low/At-Risk,5.12,4.04,5.24,5.32,,,,
STU_1862,Student_863,Computer Science,1,Low,Bachelor,Yes,High,10,93,Moderate,Average,7.63,Good,7.63,,,,,,,
STU_1863,Student_864,Computer Science,4,Low,High School,No,Low,26,83,High,Poor,5.31,Average,5.89,5.53,5.5,5.02,4.29,5.62,,
STU_1864,Student_865,Civil,3,Middle,Bachelor,Yes,High,15,61,Low,Poor,9.01,Excellent,9.5,8.8,8.44,9.29,,,,
STU_1865,Student_866,Electronics,1,Low,High School,No,High,28,72,Moderate,Poor,9.4,Excellent,9.4,,,,,,,
STU_1866,Student_867,Computer Science,4,High,PhD,Yes,Low,23,70,High,Poor,5.42,Average,5.23,6.26,5.59,5.57,5.23,4.65,,
STU_1867,Student_868,Mechanical,1,Low,Bachelor,No,High,30,66,High,Average,8.21,Good,8.21,,,,,,,
STU_1868,Student_869,Electronics,2,High,High School,No,Low,21,80,Low,Poor,9.63,Excellent,9.54,9.73,,,,,,
STU_1869,Student_870,Information Technology,4,High,Master,No,High,38,60,High,Poor,7.25,Good,7.62,7.2,6.92,6.66,7.81,7.28,,
STU_1870,Student_871,Electronics,3,High,Master,No,Moderate,12,81,Low,Poor,9.48,Excellent,9.3,9.82,9.17,9.62,,,,
STU_1871,Student_872,Mechanical,2,Middle,Bachelor,Yes,Low,28,95,High,Average,6.92,Average,6.54,7.31,,,,,,
STU_1872,Student_873,Electronics,2,Low,Bachelor,Yes,Low,29,87,Moderate,Good,9.47,Excellent,10.0,8.94,,,,,,
STU_1873,Student_874,Computer Science,1,Low,Bachelor,No,Moderate,29,91,High,Good,7.62,Good,7.62,,,,,,,
STU_1874,Student_875,Information Technology,4,Middle,High School,No,High,37,98,Low,Good,9.44,Excellent,8.74,9.99,9.29,9.41,9.66,9.55,,
STU_1875,Student_876,Computer Science,3,Low,Master,Yes,Moderate,19,84,Low,Good,6.88,Average,7.09,7.18,6.38,6.87,,,,
STU_1876,Student_877,Information Technology,3,Middle,High School,Yes,High,7,60,High,Good,4.26,Low/At-Risk,4.64,4.0,4.18,4.24,,,,
STU_1877,Student_878,Information Technology,4,Middle,Master,No,Moderate,28,88,Low,Average,6.0,Average,5.84,5.96,6.06,6.23,5.34,6.58,,
STU_1878,Student_879,Electronics,3,Low,PhD,Yes,High,12,84,High,Average,7.78,Good,8.43,7.19,7.87,7.61,,,,
STU_1879,Student_880,Mechanical,1,Middle,PhD,No,Low,36,61,Low,Poor,7.36,Good,7.36,,,,,,,
STU_1880,Student_881,Electronics,4,Middle,Master,No,High,34,65,Low,Average,8.1,Good,8.47,8.04,8.94,7.76,7.87,7.53,,
STU_1881,Student_882,Electronics,4,Low,Bachelor,Yes,Moderate,34,75,High,Average,4.93,Low/At-Risk,4.0,4.0,5.06,5.34,5.38,5.82,,
STU_1882,Student_883,Computer Science,2,Middle,Master,No,Low,21,60,Moderate,Poor,9.98,Excellent,9.96,10.0,,,,,,
STU_1883,Student_884,Civil,3,Low,High School,Yes,Moderate,28,68,Low,Good,7.57,Good,7.83,7.7,7.52,7.24,,,,
STU_1884,Student_885,Computer Science,3,Low,PhD,No,Low,35,86,High,Average,9.21,Excellent,9.61,8.78,9.48,8.96,,,,
STU_1885,Student_886,Electronics,1,Low,High School,Yes,Moderate,7,60,Moderate,Good,7.78,Good,7.78,,,,,,,
STU_1886,Student_887,Civil,2,Low,High School,No,High,29,67,Moderate,Poor,8.35,Good,8.46,8.23,,,,,,
STU_1887,Student_888,Information Technology,3,High,Bachelor,No,High,10,83,Low,Good,8.6,Excellent,7.91,9.22,8.79,8.49,,,,
STU_1888,Student_889,Computer Science,4,Middle,High School,Yes,High,31,83,High,Poor,4.79,Low/At-Risk,4.0,4.73,4.93,4.91,5.09,5.09,,
STU_1889,Student_890,Information Technology,1,Low,PhD,Yes,High,14,86,High,Good,7.08,Good,7.08,,,,,,,
STU_1890,Student_891,Information Technology,4,Middle,PhD,Yes,Moderate,34,75,High,Poor,9.23,Excellent,9.53,8.85,8.52,9.5,10.0,8.96,,
STU_1891,Student_892,Computer Science,4,Middle,Bachelor,Yes,Low,6,70,Moderate,Poor,4.79,Low/At-Risk,4.57,4.93,4.6,4.78,5.26,4.58,,
STU_1892,Student_893,Electronics,1,Middle,High School,Yes,Low,23,62,Moderate,Poor,8.68,Excellent,8.68,,,,,,,
STU_1893,Student_894,Information Technology,3,High,Master,Yes,Moderate,27,83,Moderate,Average,9.87,Excellent,10.0,9.49,10.0,10.0,,,,
STU_1894,Student_895,Electronics,4,Middle,Bachelor,Yes,Low,18,65,Low,Good,8.58,Excellent,8.35,8.84,8.48,7.68,8.72,9.38,,
STU_1895,Student_896,Electronics,4,Middle,Master,No,Moderate,23,88,Moderate,Poor,9.85,Excellent,10.0,10.0,10.0,9.39,9.78,9.93,,
STU_1896,Student_897,Computer Science,4,Low,PhD,Yes,Moderate,37,84,Moderate,Poor,7.66,Good,7.48,7.1,8.37,7.42,7.55,8.02,,
STU_1897,Student_898,Mechanical,4,Middle,PhD,No,Moderate,20,71,High,Average,6.65,Average,5.95,6.69,6.87,6.98,6.89,6.5,,
STU_1898,Student_899,Electronics,4,High,PhD,Yes,Low,32,97,Moderate,Poor,8.59,Excellent,8.28,8.35,9.38,9.32,8.08,8.12,,
STU_1899,Student_900,Electronics,1,High,High School,Yes,Moderate,26,69,Moderate,Poor,8.35,Good,8.35,,,,,,,
STU_1900,Student_901,Civil,2,Low,Master,No,Low,21,66,Low,Average,6.92,Average,6.71,7.14,,,,,,
STU_1901,Student_902,Information Technology,2,High,Master,No,Moderate,35,72,High,Poor,6.59,Average,6.38,6.81,,,,,,
STU_1902,Student_903,Computer Science,1,Middle,High School,No,Moderate,37,96,High,Poor,7.29,Good,7.29,,,,,,,
STU_1903,Student_904,Computer Science,2,Low,PhD,No,High,16,67,Low,Poor,5.83,Average,5.81,5.85,,,,,,
STU_1904,Student_905,Mechanical,1,High,Master,No,Low,30,90,Low,Average,6.88,Average,6.88,,,,,,,
STU_1905,Student_906,Computer Science,3,Middle,Master,Yes,Low,28,63,Low,Good,10.0,Excellent,10.0,10.0,10.0,10.0,,,,
STU_1906,Student_907,Civil,4,High,High School,No,Low,15,77,Moderate,Poor,5.11,Average,4.59,5.06,4.89,5.71,5.23,5.17,,
STU_1907,Student_908,Civil,1,Middle,Master,No,Moderate,22,68,High,Good,8.4,Good,8.4,,,,,,,
STU_1908,Student_909,Information Technology,2,Low,High School,No,Moderate,32,84,High,Average,7.63,Good,7.71,7.55,,,,,,
STU_1909,Student_910,Civil,3,Low,Master,Yes,High,8,88,High,Average,6.0,Average,6.1,5.51,6.46,5.95,,,,
STU_1910,Student_911,Computer Science,3,Low,Master,Yes,High,13,80,High,Poor,6.95,Average,7.17,6.82,6.56,7.26,,,,
STU_1911,Student_912,Civil,1,Low,PhD,No,Low,21,83,Moderate,Average,8.21,Good,8.21,,,,,,,
STU_1912,Student_913,Mechanical,4,High,PhD,Yes,High,38,76,Moderate,Average,7.57,Good,7.68,7.72,8.13,6.5,7.82,7.54,,
STU_1913,Student_914,Electronics,2,Middle,Master,Yes,Moderate,11,88,High,Poor,7.47,Good,7.38,7.56,,,,,,
STU_1914,Student_915,Civil,3,High,Master,No,Low,11,61,High,Good,6.79,Average,6.36,6.88,6.7,7.2,,,,
STU_1915,Student_916,Computer Science,4,Low,Bachelor,Yes,High,31,94,Low,Average,9.71,Excellent,10.0,9.31,9.92,9.37,10.0,9.63,,
STU_1916,Student_917,Civil,4,High,Bachelor,No,Moderate,8,74,High,Average,7.12,Good,6.87,7.67,7.39,6.52,7.85,6.45,,
STU_1917,Student_918,Mechanical,4,Low,Master,No,High,10,61,Low,Average,7.41,Good,7.75,7.74,7.57,6.56,7.67,7.15,,
STU_1918,Student_919,Electronics,2,Middle,Master,Yes,High,26,94,Moderate,Good,8.19,Good,8.07,8.31,,,,,,
STU_1919,Student_920,Computer Science,1,Middle,High School,Yes,High,17,97,High,Average,7.07,Good,7.07,,,,,,,
STU_1920,Student_921,Mechanical,1,Low,High School,Yes,High,31,98,High,Good,4.95,Low/At-Risk,4.95,,,,,,,
STU_1921,Student_922,Computer Science,2,Middle,High School,Yes,Low,20,94,High,Poor,7.25,Good,7.12,7.39,,,,,,
STU_1922,Student_923,Civil,3,High,Bachelor,No,High,22,99,High,Average,4.7,Low/At-Risk,4.84,4.94,4.86,4.14,,,,
STU_1923,Student_924,Information Technology,2,High,PhD,Yes,Moderate,29,95,High,Good,7.04,Good,7.18,6.89,,,,,,
STU_1924,Student_925,Computer Science,4,Low,High School,Yes,High,15,74,Low,Good,9.9,Excellent,10.0,10.0,10.0,10.0,9.43,10.0,,
STU_1925,Student_926,Civil,2,Low,Bachelor,No,Low,9,79,Low,Poor,5.71,Average,5.85,5.57,,,,,,
STU_1926,Student_927,Mechanical,3,Low,Master,No,Low,26,88,Moderate,Good,8.17,Good,8.64,8.17,7.76,8.11,,,,
STU_1927,Student_928,Computer Science,1,High,PhD,No,High,20,71,Moderate,Good,8.26,Good,8.26,,,,,,,
STU_1928,Student_929,Mechanical,3,Low,Bachelor,Yes,High,14,64,Low,Good,8.52,Excellent,8.35,9.29,8.44,7.99,,,,
STU_1929,Student_930,Mechanical,2,High,PhD,Yes,Low,36,88,Moderate,Poor,7.73,Good,7.25,8.21,,,,,,
STU_1930,Student_931,Information Technology,4,Middle,Master,Yes,Moderate,20,93,High,Average,7.8,Good,7.05,7.18,7.74,8.18,8.63,8.0,,
STU_1931,Student_932,Mechanical,1,Low,PhD,Yes,Moderate,36,73,Low,Poor,8.25,Good,8.25,,,,,,,
STU_1932,Student_933,Computer Science,2,High,Master,No,High,11,65,Moderate,Good,7.07,Good,6.85,7.3,,,,,,
STU_1933,Student_934,Computer Science,2,Low,Master,No,Moderate,30,96,High,Good,9.52,Excellent,9.54,9.5,,,,,,
STU_1934,Student_935,Computer Science,4,High,Bachelor,No,Moderate,30,94,Low,Good,8.22,Good,7.94,7.98,9.31,7.78,8.22,8.06,,
STU_1935,Student_936,Computer Science,4,Low,Bachelor,Yes,High,7,79,Moderate,Good,5.85,Average,5.68,6.8,5.52,5.72,6.14,5.23,,
STU_1936,Student_937,Mechanical,3,Middle,PhD,No,High,13,77,High,Poor,8.74,Excellent,9.05,8.8,8.19,8.91,,,,
STU_1937,Student_938,Civil,4,Low,High School,No,Low,9,85,Moderate,Good,8.66,Excellent,8.36,8.44,9.16,7.98,8.95,9.07,,
STU_1938,Student_939,Mechanical,4,Middle,PhD,No,Low,25,84,High,Poor,6.46,Average,6.38,6.21,5.65,7.22,6.22,7.07,,
STU_1939,Student_940,Civil,4,Low,PhD,No,High,26,67,Low,Poor,8.2,Good,8.35,8.29,8.05,8.4,8.21,7.88,,
STU_1940,Student_941,Mechanical,1,Low,Master,Yes,Low,24,85,Moderate,Poor,9.67,Excellent,9.67,,,,,,,
STU_1941,Student_942,Information Technology,2,Low,Master,No,High,25,96,Moderate,Poor,8.3,Good,8.2,8.41,,,,,,
STU_1942,Student_943,Civil,4,Middle,Master,Yes,Low,26,79,Moderate,Good,6.91,Average,7.29,7.9,5.77,6.79,6.98,6.71,,
STU_1943,Student_944,Mechanical,1,Middle,Bachelor,Yes,Low,19,90,Moderate,Average,9.51,Excellent,9.51,,,,,,,
STU_1944,Student_945,Information Technology,4,Middle,High School,Yes,Moderate,28,90,High,Good,5.17,Average,5.07,5.1,5.06,5.65,5.28,4.87,,
STU_1945,Student_946,Information Technology,4,Low,Master,Yes,Moderate,20,72,Moderate,Average,6.99,Average,7.45,6.73,7.74,7.09,7.34,5.6,,
STU_1946,Student_947,Electronics,3,Low,High School,No,Low,39,92,Moderate,Good,7.5,Good,7.73,7.05,7.37,7.84,,,,
STU_1947,Student_948,Electronics,3,Middle,High School,Yes,Low,15,65,Low,Good,5.27,Average,5.48,4.32,5.5,5.76,,,,
STU_1948,Student_949,Computer Science,3,High,PhD,No,High,36,62,Low,Average,9.28,Excellent,8.99,8.76,9.87,9.5,,,,
STU_1949,Student_950,Electronics,2,Low,PhD,Yes,Moderate,23,95,High,Good,9.64,Excellent,9.28,10.0,,,,,,
STU_1950,Student_951,Civil,3,Middle,PhD,No,High,27,66,Low,Average,6.8,Average,6.39,6.96,6.44,7.41,,,,
STU_1951,Student_952,Computer Science,1,High,Bachelor,Yes,Low,21,77,Moderate,Good,8.74,Excellent,8.74,,,,,,,
STU_1952,Student_953,Computer Science,1,Middle,PhD,No,Moderate,13,99,Low,Poor,5.86,Average,5.86,,,,,,,
STU_1953,Student_954,Electronics,2,Middle,High School,No,Low,15,69,Low,Average,6.35,Average,6.17,6.53,,,,,,
STU_1954,Student_955,Information Technology,4,Low,Bachelor,Yes,Low,25,85,High,Good,7.63,Good,7.77,7.31,8.24,7.83,7.56,7.05,,
STU_1955,Student_956,Electronics,3,Low,Master,No,Moderate,9,84,Moderate,Average,8.6,Excellent,9.46,8.34,7.61,8.99,,,,
STU_1956,Student_957,Information Technology,2,Middle,High School,Yes,Moderate,9,60,Moderate,Poor,6.42,Average,6.74,6.1,,,,,,
STU_1957,Student_958,Computer Science,3,Middle,Master,No,Moderate,5,94,Moderate,Poor,6.98,Average,6.78,6.95,7.6,6.58,,,,
STU_1958,Student_959,Mechanical,3,High,PhD,No,Low,15,69,Moderate,Average,7.38,Good,7.55,7.23,7.92,6.8,,,,
STU_1959,Student_960,Civil,4,Low,High School,Yes,Moderate,17,66,High,Poor,5.23,Average,6.23,4.95,5.14,4.86,5.16,5.01,,
STU_1960,Student_961,Mechanical,4,Middle,Master,No,High,5,61,Moderate,Average,9.27,Excellent,9.62,9.07,9.5,8.91,9.25,9.25,,
STU_1961,Student_962,Civil,1,Middle,Bachelor,No,High,7,71,High,Average,5.69,Average,5.69,,,,,,,
STU_1962,Student_963,Civil,3,High,Master,Yes,High,22,60,High,Poor,8.53,Excellent,8.18,8.56,8.06,9.31,,,,
STU_1963,Student_964,Computer Science,4,Middle,Master,No,High,31,80,Low,Good,7.68,Good,8.21,7.61,7.7,7.35,7.37,7.84,,
STU_1964,Student_965,Electronics,3,Low,Bachelor,No,High,9,98,High,Good,9.01,Excellent,8.98,9.32,9.03,8.71,,,,
STU_1965,Student_966,Computer Science,2,Middle,High School,No,Moderate,18,79,High,Good,7.51,Good,7.82,7.19,,,,,,
STU_1966,Student_967,Electronics,4,Low,PhD,Yes,Moderate,36,63,High,Average,7.48,Good,7.2,7.5,8.18,6.67,7.57,7.79,,
STU_1967,Student_968,Mechanical,4,Middle,Master,No,Moderate,16,71,Moderate,Poor,5.07,Average,4.92,4.44,5.53,4.96,5.55,5.01,,
STU_1968,Student_969,Civil,4,Middle,PhD,No,Moderate,24,82,Moderate,Average,7.15,Good,7.2,6.88,6.64,7.01,7.29,7.87,,
STU_1969,Student_970,Information Technology,1,Low,PhD,No,Moderate,5,83,Moderate,Good,8.47,Good,8.47,,,,,,,
STU_1970,Student_971,Electronics,3,Low,Bachelor,No,Low,30,91,Low,Poor,7.79,Good,7.79,7.56,7.67,8.15,,,,
STU_1971,Student_972,Mechanical,4,Middle,PhD,No,Low,23,72,High,Average,9.74,Excellent,10.0,9.67,10.0,10.0,10.0,8.76,,
STU_1972,Student_973,Mechanical,4,Middle,Bachelor,Yes,Low,18,81,High,Good,4.88,Low/At-Risk,5.44,5.58,5.11,4.93,4.0,4.22,,
STU_1973,Student_974,Information Technology,3,Middle,PhD,No,Moderate,37,67,High,Poor,6.56,Average,6.87,6.54,6.46,6.38,,,,
STU_1974,Student_975,Civil,4,High,PhD,Yes,Moderate,11,66,Low,Poor,8.36,Good,8.19,8.45,8.24,8.76,7.79,8.75,,
STU_1975,Student_976,Information Technology,1,High,Bachelor,No,Moderate,7,73,High,Good,6.44,Average,6.44,,,,,,,
STU_1976,Student_977,Civil,3,Low,Bachelor,Yes,Low,12,90,Low,Poor,4.85,Low/At-Risk,4.38,4.62,5.07,5.34,,,,
STU_1977,Student_978,Electronics,4,Middle,PhD,No,High,16,72,High,Average,7.42,Good,7.78,6.68,7.56,7.28,7.72,7.53,,
STU_1978,Student_979,Mechanical,2,Middle,Bachelor,No,Low,23,92,Low,Average,7.38,Good,7.56,7.19,,,,,,
STU_1979,Student_980,Electronics,3,High,PhD,No,Moderate,36,84,Moderate,Good,6.83,Average,6.84,6.75,6.6,7.14,,,,
STU_1980,Student_981,Computer Science,2,Low,PhD,No,Moderate,19,67,High,Poor,5.29,Average,5.77,4.81,,,,,,
STU_1981,Student_982,Information Technology,4,High,Master,Yes,High,7,77,High,Good,6.61,Average,6.68,6.03,5.57,7.14,6.91,7.35,,
STU_1982,Student_983,Electronics,4,Low,PhD,No,Low,18,61,Low,Good,6.96,Average,6.86,7.19,6.68,7.44,7.3,6.29,,
STU_1983,Student_984,Computer Science,4,Middle,Bachelor,No,Moderate,28,73,Moderate,Poor,6.36,Average,6.72,5.59,6.22,5.96,6.74,6.96,,
STU_1984,Student_985,Information Technology,3,High,PhD,Yes,High,11,68,High,Good,5.6,Average,4.87,5.7,6.04,5.78,,,,
STU_1985,Student_986,Electronics,3,High,High School,Yes,Low,32,63,Low,Poor,9.04,Excellent,8.83,8.17,9.74,9.42,,,,
STU_1986,Student_987,Information Technology,1,Middle,High School,Yes,Low,38,65,Low,Average,8.61,Excellent,8.61,,,,,,,
STU_1987,Student_988,Computer Science,1,Low,Master,Yes,Moderate,19,95,High,Good,8.86,Excellent,8.86,,,,,,,
STU_1988,Student_989,Information Technology,1,High,High School,No,Low,19,86,Low,Poor,5.7,Average,5.7,,,,,,,
STU_1989,Student_990,Computer Science,1,Middle,High School,No,High,20,80,Moderate,Good,8.07,Good,8.07,,,,,,,
STU_1990,Student_991,Information Technology,4,High,Bachelor,Yes,Moderate,5,64,Moderate,Poor,4.33,Low/At-Risk,4.15,4.6,4.36,4.61,4.25,4.0,,
STU_1991,Student_992,Civil,3,Low,Bachelor,Yes,Moderate,11,71,High,Good,5.79,Average,5.44,5.44,5.94,6.34,,,,
STU_1992,Student_993,Mechanical,4,High,Master,Yes,High,24,89,Moderate,Good,7.13,Good,5.79,8.75,8.13,6.38,6.75,7.0,,
STU_1993,Student_994,Information Technology,4,Middle,High School,No,Moderate,39,80,Low,Good,6.75,Average,7.69,6.32,6.37,6.78,6.5,6.84,,
STU_1994,Student_995,Civil,2,Low,PhD,Yes,High,20,62,Moderate,Poor,10.0,Excellent,10.0,10.0,,,,,,
STU_1995,Student_996,Information Technology,4,Low,Bachelor,Yes,Moderate,34,94,Moderate,Average,8.79,Excellent,8.12,8.69,8.84,8.53,8.85,9.74,,
STU_1996,Student_997,Mechanical,2,High,PhD,No,Moderate,23,69,Low,Average,7.84,Good,7.69,7.98,,,,,,
STU_1997,Student_998,Civil,4,Middle,PhD,No,High,35,87,Moderate,Good,6.77,Average,7.53,6.52,6.59,6.64,6.67,6.66,,
STU_1998,Student_999,Civil,2,Low,Master,Yes,High,39,70,Moderate,Poor,8.31,Good,8.51,8.11,,,,,,
STU_1999,Student_1000,Civil,2,High,Bachelor,No,Low,9,66,High,Poor,4.45,Low/At-Risk,4.46,4.44,,,,,,
